TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,CRIME_CATEGORY
Break and Enter Commercial,2020,1,27,2,41,10XX HOWE ST,Central Business District,490922.922,5458529.9935,Commercial
Break and Enter Commercial,2020,1,26,5,26,10XX HOWE ST,Central Business District,490945.0676,5458552.6272,Commercial
Break and Enter Commercial,2020,8,11,7,0,10XX JERVIS ST,West End,490409.621,5459131.1083,Commercial
Break and Enter Commercial,2020,6,1,17,0,10XX JERVIS ST,West End,490412.2089,5459133.6754,Commercial
Break and Enter Commercial,2020,8,4,21,0,10XX LAGOON DR,Stanley Park,489317.118,5460043.1044,Commercial
Break and Enter Commercial,2020,4,6,20,0,10XX MAIN ST,Strathcona,492743.5459,5458101.4995,Commercial
Break and Enter Commercial,2020,11,3,2,49,10XX MAIN ST,Strathcona,492743.9464,5458116.916,Commercial
Break and Enter Commercial,2020,1,25,5,19,10XX MAINLAND ST,Central Business District,491256.4853,5458128.293,Commercial
Break and Enter Commercial,2020,3,6,1,30,10XX MAINLAND ST,Central Business District,491260.9943,5458119.7955,Commercial
Break and Enter Commercial,2020,1,23,6,50,10XX MAINLAND ST,Central Business District,491265.1417,5458124.097,Commercial
Break and Enter Commercial,2020,10,6,5,12,10XX MAINLAND ST,Central Business District,491275.51,5458134.8506,Commercial
Break and Enter Commercial,2020,10,9,3,0,10XX MAINLAND ST,Central Business District,491322.3733,5458183.4539,Commercial
Break and Enter Commercial,2020,3,19,3,4,10XX MAINLAND ST,Central Business District,491323.2043,5458184.3174,Commercial
Break and Enter Commercial,2020,12,16,13,32,10XX MAINLAND ST,Central Business District,491323.2043,5458184.3174,Commercial
Break and Enter Commercial,2020,4,7,8,48,10XX MARINASIDE CRES,Central Business District,491400.994,5457872.4225,Commercial
Break and Enter Commercial,2020,10,6,1,5,10XX MARINASIDE CRES,Central Business District,491477.7038,5457857.4994,Commercial
Break and Enter Commercial,2020,9,18,12,30,10XX MARINASIDE CRES,Central Business District,491543.9092,5457836.0862,Commercial
Break and Enter Commercial,2020,4,5,21,0,10XX MARINASIDE CRES,Central Business District,491613.9262,5457845.8848,Commercial
Break and Enter Commercial,2020,1,14,8,4,10XX MELVILLE ST,Central Business District,491163.0187,5459274.3069,Commercial
Break and Enter Commercial,2020,7,1,23,41,10XX NELSON ST,West End,490787.3166,5458775.1295,Commercial
Break and Enter Commercial,2020,7,28,23,45,10XX NELSON ST,West End,490787.3166,5458775.1295,Commercial
Break and Enter Commercial,2020,9,18,6,15,10XX PACIFIC ST,West End,490246.7971,5458367.4099,Commercial
Break and Enter Commercial,2020,8,11,3,0,10XX PACIFIC ST,West End,490284.2663,5458343.1703,Commercial
Break and Enter Commercial,2020,7,19,0,0,10XX PARK DR,Marpole,490509.4185,5451309.0269,Commercial
Break and Enter Commercial,2020,8,19,4,0,10XX PARK DR,Marpole,490509.4185,5451309.0269,Commercial
Break and Enter Commercial,2020,1,13,23,0,10XX PARKER ST,Strathcona,494084.108,5458126.6536,Commercial
Break and Enter Commercial,2020,4,7,1,30,10XX RAYMUR AVE,Strathcona,494011.8703,5458691.2305,Commercial
Break and Enter Commercial,2020,11,2,9,54,10XX RICHARDS ST,Central Business District,491097.481,5458263.2039,Commercial
Break and Enter Commercial,2020,1,10,0,56,10XX RICHARDS ST,Central Business District,491127.0236,5458305.7226,Commercial
Break and Enter Commercial,2020,4,9,5,45,10XX RICHARDS ST,Central Business District,491127.0236,5458305.7226,Commercial
Break and Enter Commercial,2020,4,26,5,0,10XX RICHARDS ST,Central Business District,491127.0236,5458305.7226,Commercial
Break and Enter Commercial,2020,8,1,5,30,10XX RICHARDS ST,Central Business District,491127.0236,5458305.7226,Commercial
Break and Enter Commercial,2020,6,22,2,34,10XX ROBSON ST,West End,490942.3287,5459086.387,Commercial
Break and Enter Commercial,2020,10,19,19,0,10XX ROBSON ST,West End,490948.0239,5459080.7589,Commercial
Break and Enter Commercial,2020,2,12,19,6,10XX ROBSON ST,West End,490998.2462,5459018.2733,Commercial
Break and Enter Commercial,2020,1,15,22,0,10XX ROBSON ST,West End,491014.6049,5459002.1076,Commercial
Break and Enter Commercial,2020,3,17,2,0,10XX ROBSON ST,West End,491014.6049,5459002.1076,Commercial
Break and Enter Commercial,2020,10,16,3,30,10XX ROBSON ST,West End,491036.3006,5458993.5239,Commercial
Break and Enter Commercial,2020,2,27,8,22,10XX ROBSON ST,West End,491052.7754,5458964.3876,Commercial
Break and Enter Commercial,2020,10,15,4,54,11XX E HASTINGS ST,Strathcona,494132.2128,5458699.0915,Commercial
Break and Enter Commercial,2020,6,30,16,20,11XX E KENT AVE S,Sunset,493938.2067,5450640.475,Commercial
Break and Enter Commercial,2020,3,21,22,15,11XX FRANKLIN ST,Strathcona,494139.1409,5458846.9997,Commercial
Break and Enter Commercial,2020,6,2,5,56,11XX FRANKLIN ST,Strathcona,494180.215,5458846.2595,Commercial
Break and Enter Commercial,2020,6,5,2,20,11XX FRANKLIN ST,Strathcona,494180.215,5458846.2595,Commercial
Break and Enter Commercial,2020,9,24,0,9,11XX FRANKLIN ST,Strathcona,494180.215,5458846.2595,Commercial
Break and Enter Commercial,2020,3,8,15,0,11XX GRANT ST,Strathcona,494207.007,5457637.0136,Commercial
Break and Enter Commercial,2020,6,27,0,20,11XX GRANT ST,Strathcona,494207.007,5457637.0136,Commercial
Break and Enter Commercial,2020,11,15,10,24,11XX GRANT ST,Strathcona,494207.007,5457637.0136,Commercial
Break and Enter Commercial,2020,8,14,18,0,11XX GRANT ST,Strathcona,494254.5757,5457645.905,Commercial
Break and Enter Commercial,2020,2,9,15,7,11XX GRANVILLE ST,Central Business District,490849.3205,5458308.7845,Commercial
Break and Enter Commercial,2020,6,30,1,40,11XX GRANVILLE ST,Central Business District,490885.5183,5458332.2084,Commercial
Break and Enter Commercial,2020,4,9,10,27,11XX GRANVILLE ST,Central Business District,490889.7633,5458336.4759,Commercial
Break and Enter Commercial,2020,4,9,12,57,11XX GRANVILLE ST,Central Business District,490889.7633,5458336.4759,Commercial
Break and Enter Commercial,2020,4,9,10,27,11XX GRANVILLE ST,Central Business District,490890.0931,5458336.8074,Commercial
Break and Enter Commercial,2020,11,13,5,45,11XX GRANVILLE ST,Central Business District,490890.0931,5458336.8074,Commercial
Break and Enter Commercial,2020,4,28,5,47,11XX GRANVILLE ST,Central Business District,490923.6078,5458383.4658,Commercial
Break and Enter Commercial,2020,5,2,3,27,11XX GRANVILLE ST,Central Business District,490923.6078,5458383.4658,Commercial
Break and Enter Commercial,2020,6,21,4,50,11XX GRANVILLE ST,Central Business District,490923.6078,5458383.4658,Commercial
Break and Enter Commercial,2020,10,15,7,34,11XX GRANVILLE ST,Central Business District,490923.6078,5458383.4658,Commercial
Break and Enter Commercial,2020,12,28,17,0,11XX HAMILTON ST,Central Business District,491122.3361,5458071.5485,Commercial
Break and Enter Commercial,2020,7,28,19,12,10XX ALBERNI ST,West End,491015.9434,5459166.1397,Commercial
Break and Enter Commercial,2020,6,19,3,40,10XX ALBERNI ST,West End,491059.4824,5459122.4178,Commercial
Break and Enter Commercial,2020,1,3,6,43,10XX ALBERNI ST,West End,491068.6829,5459126.1374,Commercial
Break and Enter Commercial,2020,9,27,20,0,10XX ALBERNI ST,West End,491073.0884,5459108.7547,Commercial
Break and Enter Commercial,2020,6,28,6,50,10XX ALBERNI ST,West End,491102.2439,5459092.4351,Commercial
Break and Enter Commercial,2020,2,5,0,0,10XX BEACH AVE,West End,490227.2225,5458210.3785,Commercial
Break and Enter Commercial,2020,2,11,13,35,10XX BEACH AVE,West End,490227.2225,5458210.3785,Commercial
Break and Enter Commercial,2020,4,16,17,0,10XX BEACH AVE,Central Business District,490249.3649,5458166.6581,Commercial
Break and Enter Commercial,2020,4,1,3,25,10XX BEACH AVE,Central Business District,490252.3815,5458162.7231,Commercial
Break and Enter Commercial,2020,9,19,21,24,10XX BEACH AVE,Central Business District,490269.91,5458141.1263,Commercial
Break and Enter Commercial,2020,10,20,20,0,10XX BROUGHTON ST,West End,490247.4903,5459171.3852,Commercial
Break and Enter Commercial,2020,8,3,21,30,10XX BROUGHTON ST,West End,490269.4243,5459193.6278,Commercial
Break and Enter Commercial,2020,2,12,22,14,10XX BURNABY ST,West End,490423.396,5458517.2537,Commercial
Break and Enter Commercial,2020,10,11,22,5,10XX BURNABY ST,West End,490500.2381,5458425.9166,Commercial
Break and Enter Commercial,2020,4,22,12,20,10XX BUTE ST,West End,490409.1263,5458906.3199,Commercial
Break and Enter Commercial,2020,2,26,7,0,10XX BUTE ST,West End,490422.681,5458907.0773,Commercial
Break and Enter Commercial,2020,1,16,1,32,10XX CAMBIE ST,Central Business District,491337.7412,5458045.5941,Commercial
Break and Enter Commercial,2020,10,12,4,43,10XX CAMBIE ST,Central Business District,491407.3592,5458130.6092,Commercial
Break and Enter Commercial,2020,5,31,6,20,10XX CANADA PL,Central Business District,491492.0426,5459540.3896,Commercial
Break and Enter Commercial,2020,2,21,3,7,10XX CANADA PL,Central Business District,491493.3146,5459541.9753,Commercial
Break and Enter Commercial,2020,1,12,5,20,10XX CANADA PL,Central Business District,491493.3778,5459541.9474,Commercial
Break and Enter Commercial,2020,1,22,14,45,10XX CANADA PL,Central Business District,491493.3778,5459541.9474,Commercial
Break and Enter Commercial,2020,2,20,6,35,10XX CANADA PL,Central Business District,491493.3778,5459541.9474,Commercial
Break and Enter Commercial,2020,4,8,18,55,10XX CANADA PL,Central Business District,491493.3778,5459541.9474,Commercial
Break and Enter Commercial,2020,5,11,4,58,10XX CANADA PL,Central Business District,491493.3778,5459541.9474,Commercial
Break and Enter Commercial,2020,7,20,11,10,10XX CANADA PL,Central Business District,491493.3778,5459541.9474,Commercial
Break and Enter Commercial,2020,9,1,3,24,10XX CANADA PL,Central Business District,491493.3778,5459541.9474,Commercial
Break and Enter Commercial,2020,9,20,18,45,10XX CANADA PL,Central Business District,491493.3778,5459541.9474,Commercial
Break and Enter Commercial,2020,12,7,18,48,10XX CANADA PL,Central Business District,491493.3778,5459541.9474,Commercial
Break and Enter Commercial,2020,12,7,20,33,10XX CANADA PL,Central Business District,491493.3778,5459541.9474,Commercial
Break and Enter Commercial,2020,12,9,21,46,10XX CANADA PL,Central Business District,491493.3778,5459541.9474,Commercial
Break and Enter Commercial,2020,12,10,8,10,10XX CANADA PL,Central Business District,491493.3778,5459541.9474,Commercial
Break and Enter Commercial,2020,10,16,15,25,10XX CHILCO ST,West End,489630.9262,5459762.3784,Commercial
Break and Enter Commercial,2020,1,3,4,27,10XX CHILCO ST,West End,489667.3093,5459812.6221,Commercial
Break and Enter Commercial,2020,11,20,17,0,10XX CLARK DR,Strathcona,494373.5247,5458106.7736,Commercial
Break and Enter Commercial,2020,11,22,6,55,10XX CLARK DR,Strathcona,494373.5247,5458106.7736,Commercial
Break and Enter Commercial,2020,4,9,5,5,10XX COMMERCIAL DR,Grandview-Woodland,494937.4981,5458087.0345,Commercial
Break and Enter Commercial,2020,4,5,22,0,10XX COMMERCIAL DR,Grandview-Woodland,494946.4726,5458070.4437,Commercial
Break and Enter Commercial,2020,6,6,7,0,10XX COMMERCIAL DR,Grandview-Woodland,494946.4726,5458070.4437,Commercial
Break and Enter Commercial,2020,11,21,3,18,10XX COMMERCIAL DR,Grandview-Woodland,494946.6792,5458090.6068,Commercial
Break and Enter Commercial,2020,9,6,21,21,10XX DAVIE ST,West End,490506.8709,5458577.8302,Commercial
Break and Enter Commercial,2020,4,3,5,24,10XX DAVIE ST,West End,490531.2532,5458553.7875,Commercial
Break and Enter Commercial,2020,4,7,5,40,10XX DAVIE ST,West End,490531.2532,5458553.7875,Commercial
Break and Enter Commercial,2020,8,21,9,8,10XX DAVIE ST,West End,490536.6714,5458548.4447,Commercial
Break and Enter Commercial,2020,7,14,4,55,10XX DAVIE ST,West End,490551.2192,5458546.9414,Commercial
Break and Enter Commercial,2020,1,7,3,4,10XX DAVIE ST,West End,490558.3446,5458527.0734,Commercial
Break and Enter Commercial,2020,11,23,16,0,10XX DAVIE ST,West End,490558.3446,5458527.0734,Commercial
Break and Enter Commercial,2020,5,6,3,59,10XX DAVIE ST,West End,490563.7629,5458521.7306,Commercial
Break and Enter Commercial,2020,8,21,10,35,10XX DENMAN ST,West End,489808.9988,5459517.0732,Commercial
Break and Enter Commercial,2020,8,21,0,0,10XX DENMAN ST,West End,489824.5609,5459532.8482,Commercial
Break and Enter Commercial,2020,5,6,7,55,10XX DUNSMUIR ST,Central Business District,491238.7326,5459258.6928,Commercial
Break and Enter Commercial,2020,4,20,3,5,10XX E 7TH AVE,Mount Pleasant,493959.1755,5456834.1663,Commercial
Break and Enter Commercial,2020,8,9,23,45,10XX E 8TH AVE,Mount Pleasant,493994.2273,5456741.936,Commercial
Break and Enter Commercial,2020,12,7,16,47,10XX E BROADWAY AV,Mount Pleasant,493995.7901,5456628.7503,Commercial
Break and Enter Commercial,2020,12,2,0,0,10XX E BROADWAY AV,Mount Pleasant,494014.7914,5456637.6311,Commercial
Break and Enter Commercial,2020,10,22,21,0,10XX E BROADWAY AVE,Mount Pleasant,493962.8722,5456638.3531,Commercial
Break and Enter Commercial,2020,5,27,23,59,10XX E BROADWAY AVE,Mount Pleasant,493991.2692,5456637.9583,Commercial
Break and Enter Commercial,2020,1,25,18,0,10XX E BROADWAY AVE,Mount Pleasant,493996.3052,5456628.7434,Commercial
Break and Enter Commercial,2020,9,15,6,1,10XX GILFORD ST,West End,489771.9792,5459720.2803,Commercial
Break and Enter Commercial,2020,3,28,23,0,10XX GRANVILLE ST,Central Business District,490951.8793,5458412.1993,Commercial
Break and Enter Commercial,2020,5,23,7,20,10XX GRANVILLE ST,Central Business District,490964.4511,5458425.0526,Commercial
Break and Enter Commercial,2020,10,29,3,44,10XX GRANVILLE ST,Central Business District,490967.6353,5458415.2309,Commercial
Break and Enter Commercial,2020,10,1,5,0,10XX GRANVILLE ST,Central Business District,490993.9249,5458455.1861,Commercial
Break and Enter Commercial,2020,10,31,6,30,10XX GRANVILLE ST,Central Business District,491021.2753,5458470.0718,Commercial
Break and Enter Commercial,2020,12,26,8,15,10XX GRANVILLE ST,Central Business District,491025.2148,5458487.1767,Commercial
Break and Enter Commercial,2020,9,10,1,17,10XX GRANVILLE ST,Central Business District,491029.6565,5458478.6407,Commercial
Break and Enter Commercial,2020,4,12,16,0,10XX HAMILTON ST,Central Business District,491233.0735,5458183.4339,Commercial
Break and Enter Commercial,2020,9,10,7,20,10XX HAMILTON ST,Central Business District,491296.1718,5458234.6131,Commercial
Break and Enter Commercial,2020,6,6,3,51,10XX HARO ST,West End,490907.0265,5458966.1238,Commercial
Break and Enter Commercial,2020,10,17,4,45,10XX HARO ST,West End,490907.0265,5458966.1238,Commercial
Break and Enter Commercial,2020,2,20,5,40,10XX HARWOOD ST,West End,490370.0447,5458403.2085,Commercial
Break and Enter Commercial,2020,9,12,0,0,10XX HARWOOD ST,West End,490371.2944,5458414.9856,Commercial
Break and Enter Commercial,2020,10,27,3,45,10XX HARWOOD ST,West End,490431.9449,5458353.2344,Commercial
Break and Enter Commercial,2020,1,16,0,0,10XX HOMER ST,Central Business District,491198.5704,5458233.8344,Commercial
Break and Enter Commercial,2020,1,11,14,12,10XX HOMER ST,Central Business District,491198.8052,5458234.0738,Commercial
Break and Enter Commercial,2020,4,17,18,22,10XX HOMER ST,Central Business District,491253.957,5458277.2182,Commercial
Break and Enter Commercial,2020,5,3,0,0,10XX HOMER ST,Central Business District,491253.957,5458277.2182,Commercial
Break and Enter Commercial,2020,5,14,16,2,10XX HOMER ST,Central Business District,491253.957,5458277.2182,Commercial
Break and Enter Commercial,2020,8,27,3,30,10XX HOMER ST,Central Business District,491253.957,5458277.2182,Commercial
Break and Enter Commercial,2020,9,20,11,52,10XX HOMER ST,Central Business District,491253.957,5458277.2182,Commercial
Break and Enter Commercial,2020,10,19,17,0,10XX HOMER ST,Central Business District,491253.957,5458277.2182,Commercial
Break and Enter Commercial,2020,1,11,4,50,10XX HOMER ST,Central Business District,491255.8873,5458292.2401,Commercial
Break and Enter Commercial,2020,2,20,1,57,10XX HORNBY ST,Central Business District,490834.1963,5458565.9821,Commercial
Break and Enter Commercial,2020,7,17,7,17,10XX HORNBY ST,Central Business District,490837.7786,5458569.647,Commercial
Break and Enter Commercial,2020,10,28,23,0,10XX HOWE ST,Central Business District,490889.5958,5458482.8579,Commercial
Break and Enter Commercial,2020,11,4,22,0,10XX HOWE ST,Central Business District,490891.0561,5458484.3504,Commercial
Break and Enter Commercial,2020,10,3,12,22,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469,Commercial
Break and Enter Commercial,2020,2,20,18,20,11XX W PENDER ST,Central Business District,491099.3531,5459482.3962,Commercial
Break and Enter Commercial,2020,4,3,22,30,11XX W PENDER ST,Central Business District,491099.3531,5459482.3962,Commercial
Break and Enter Commercial,2020,6,30,17,30,11XX W PENDER ST,Central Business District,491150.5214,5459459.1373,Commercial
Break and Enter Commercial,2020,3,20,19,30,11XX W PENDER ST,Central Business District,491205.6258,5459434.0893,Commercial
Break and Enter Commercial,2020,7,14,14,53,11XX W PENDER ST,Central Business District,491205.6258,5459434.0893,Commercial
Break and Enter Commercial,2020,2,28,10,54,12XX BARCLAY ST,West End,490545.5346,5459177.0468,Commercial
Break and Enter Commercial,2020,9,19,7,22,12XX BARCLAY ST,West End,490567.8497,5459142.5978,Commercial
Break and Enter Commercial,2020,11,12,0,43,12XX BARCLAY ST,West End,490567.8497,5459142.5978,Commercial
Break and Enter Commercial,2020,8,10,1,25,12XX BEACH AVE,West End,489972.9505,5458602.0392,Commercial
Break and Enter Commercial,2020,8,11,21,33,12XX BEACH AVE,West End,489972.9505,5458602.0392,Commercial
Break and Enter Commercial,2020,7,18,2,47,12XX BEACH AVE,West End,490014.0418,5458539.2315,Commercial
Break and Enter Commercial,2020,8,23,4,21,12XX BEACH AVE,West End,490014.0418,5458539.2315,Commercial
Break and Enter Commercial,2020,8,24,4,30,12XX BIDWELL ST,West End,489791.0707,5459268.8144,Commercial
Break and Enter Commercial,2020,9,9,5,56,12XX BIDWELL ST,West End,489791.0707,5459268.8144,Commercial
Break and Enter Commercial,2020,2,10,22,0,12XX BROUGHTON ST,West End,490078.0873,5459001.699,Commercial
Break and Enter Commercial,2020,11,13,12,9,12XX BURNABY ST,West End,490118.7792,5458809.0785,Commercial
Break and Enter Commercial,2020,7,11,20,28,12XX BURNABY ST,West End,490139.4895,5458787.7851,Commercial
Break and Enter Commercial,2020,11,23,0,0,12XX BURNABY ST,West End,490152.2575,5458787.7725,Commercial
Break and Enter Commercial,2020,10,30,8,53,12XX BURNABY ST,West End,490183.323,5458755.8324,Commercial
Break and Enter Commercial,2020,1,20,11,8,12XX BURNABY ST,West End,490193.3363,5458732.4223,Commercial
Break and Enter Commercial,2020,1,21,11,15,12XX BURNABY ST,West End,490193.3363,5458732.4223,Commercial
Break and Enter Commercial,2020,10,11,5,0,12XX BURNABY ST,West End,490193.3363,5458732.4223,Commercial
Break and Enter Commercial,2020,10,11,10,37,12XX BURNABY ST,West End,490193.3363,5458732.4223,Commercial
Break and Enter Commercial,2020,2,27,3,7,12XX BURRARD ST,Central Business District,490501.6807,5458380.5563,Commercial
Break and Enter Commercial,2020,4,13,3,50,12XX BURRARD ST,Central Business District,490562.8367,5458441.0069,Commercial
Break and Enter Commercial,2020,11,24,6,28,12XX BURRARD ST,West End,490571.3259,5458462.2747,Commercial
Break and Enter Commercial,2020,4,4,8,51,12XX BURRARD ST,West End,490592.6425,5458483.373,Commercial
Break and Enter Commercial,2020,5,4,0,0,12XX BURRARD ST,West End,490592.6425,5458483.373,Commercial
Break and Enter Commercial,2020,9,5,0,0,12XX BUTE ST,West End,490268.3421,5458764.8797,Commercial
Break and Enter Commercial,2020,2,12,0,1,12XX BUTE ST,West End,490290.4936,5458774.4614,Commercial
Break and Enter Commercial,2020,5,29,23,2,12XX BUTE ST,West End,490290.4936,5458774.4614,Commercial
Break and Enter Commercial,2020,9,24,11,57,12XX CARDERO ST,West End,489825.6494,5459086.5385,Commercial
Break and Enter Commercial,2020,7,3,2,0,12XX CARDERO ST,West End,489831.6868,5459079.6264,Commercial
Break and Enter Commercial,2020,9,5,14,20,12XX CARDERO ST,West End,489831.6868,5459079.6264,Commercial
Break and Enter Commercial,2020,5,9,4,46,10XX SEYMOUR ST,Central Business District,491045.7887,5458359.801,Commercial
Break and Enter Commercial,2020,7,5,22,0,10XX SEYMOUR ST,Central Business District,491045.7887,5458359.801,Commercial
Break and Enter Commercial,2020,4,3,7,0,10XX SEYMOUR ST,Central Business District,491103.7797,5458405.7223,Commercial
Break and Enter Commercial,2020,8,4,5,8,10XX SEYMOUR ST,Central Business District,491112.3583,5458414.4444,Commercial
Break and Enter Commercial,2020,6,1,9,30,10XX STATION ST,Strathcona,492837.9336,5458068.253,Commercial
Break and Enter Commercial,2020,3,13,20,0,10XX SW MARINE DR,Marpole,490456.6943,5450204.966,Commercial
Break and Enter Commercial,2020,11,30,18,0,10XX SW MARINE DR,Marpole,490456.6943,5450204.966,Commercial
Break and Enter Commercial,2020,8,13,16,30,10XX VENABLES ST,Strathcona,493994.0782,5458238.4343,Commercial
Break and Enter Commercial,2020,8,20,10,1,10XX VERNON DR,Strathcona,494274.836,5458072.496,Commercial
Break and Enter Commercial,2020,3,8,12,48,10XX VERNON DR,Strathcona,494285.1248,5458125.0513,Commercial
Break and Enter Commercial,2020,10,2,23,0,10XX W 10TH AVE,Fairview,490763.9406,5456643.5934,Commercial
Break and Enter Commercial,2020,10,16,11,30,10XX W 12TH AVE,Fairview,490648.0588,5456427.6195,Commercial
Break and Enter Commercial,2020,9,30,7,40,10XX W 13TH AVE,Fairview,490731.6196,5456332.3816,Commercial
Break and Enter Commercial,2020,4,14,14,35,10XX W 41ST AVE,Shaughnessy,490584.9335,5453485.905,Commercial
Break and Enter Commercial,2020,3,19,22,0,10XX W 7TH AVE,Fairview,490672.055,5456938.9266,Commercial
Break and Enter Commercial,2020,11,12,0,44,10XX W 8TH AVE,Fairview,490737.2853,5456854.0216,Commercial
Break and Enter Commercial,2020,4,30,17,15,10XX W BROADWAY AVE,Fairview,490693.1169,5456752.8105,Commercial
Break and Enter Commercial,2020,4,30,17,45,10XX W BROADWAY AVE,Fairview,490693.1169,5456752.8105,Commercial
Break and Enter Commercial,2020,4,30,18,7,10XX W BROADWAY AVE,Fairview,490693.1169,5456752.8105,Commercial
Break and Enter Commercial,2020,10,18,18,0,10XX W BROADWAY AVE,Fairview,490721.7869,5456752.0765,Commercial
Break and Enter Commercial,2020,5,28,16,15,10XX W BROADWAY AVE,Fairview,490731.1096,5456742.6909,Commercial
Break and Enter Commercial,2020,2,29,4,46,10XX W BROADWAY AVE,Fairview,490779.127,5456750.6087,Commercial
Break and Enter Commercial,2020,4,15,7,1,10XX W BROADWAY AVE,Fairview,490779.127,5456750.6087,Commercial
Break and Enter Commercial,2020,1,21,4,30,10XX W CORDOVA ST,Central Business District,491400.6788,5459505.6378,Commercial
Break and Enter Commercial,2020,11,17,19,30,10XX W GEORGIA ST,Central Business District,491088.6115,5459190.0607,Commercial
Break and Enter Commercial,2020,4,17,18,54,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779,Commercial
Break and Enter Commercial,2020,6,10,5,40,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779,Commercial
Break and Enter Commercial,2020,9,12,5,0,10XX W HASTINGS ST,Central Business District,491360.4863,5459439.5614,Commercial
Break and Enter Commercial,2020,6,28,20,11,10XX W PENDER ST,Central Business District,491263.9592,5459407.5907,Commercial
Break and Enter Commercial,2020,7,17,19,0,10XX W WATERFRONT RD,Central Business District,491433.832,5459568.8585,Commercial
Break and Enter Commercial,2020,4,19,1,39,10XX W WATERFRONT RD,Central Business District,491440.0383,5459565.7683,Commercial
Break and Enter Commercial,2020,6,18,8,40,11XX ALBERNI ST,West End,490894.9534,5459283.8872,Commercial
Break and Enter Commercial,2020,1,13,13,55,11XX ALBERNI ST,West End,490945.1495,5459235.2657,Commercial
Break and Enter Commercial,2020,1,30,18,29,11XX ALBERNI ST,West End,490951.0549,5459229.5456,Commercial
Break and Enter Commercial,2020,3,13,6,45,11XX ALBERNI ST,West End,490951.0549,5459229.5456,Commercial
Break and Enter Commercial,2020,3,17,7,10,11XX ALBERNI ST,West End,490951.0549,5459229.5456,Commercial
Break and Enter Commercial,2020,11,28,11,24,11XX ALBERNI ST,West End,490980.582,5459200.9447,Commercial
Break and Enter Commercial,2020,4,2,3,32,11XX BARCLAY ST,West End,490656.3788,5459054.7252,Commercial
Break and Enter Commercial,2020,11,12,4,2,11XX BARCLAY ST,West End,490656.3788,5459054.7252,Commercial
Break and Enter Commercial,2020,11,21,23,27,11XX BARCLAY ST,West End,490656.3788,5459054.7252,Commercial
Break and Enter Commercial,2020,2,19,1,0,11XX BARCLAY ST,West End,490708.97,5459014.6209,Commercial
Break and Enter Commercial,2020,2,26,15,3,11XX BARCLAY ST,West End,490714.7318,5459008.8035,Commercial
Break and Enter Commercial,2020,3,4,12,30,11XX BARCLAY ST,West End,490749.3026,5458973.8993,Commercial
Break and Enter Commercial,2020,3,17,18,0,11XX BIDWELL ST,West End,489821.5559,5459300.1997,Commercial
Break and Enter Commercial,2020,3,4,15,0,11XX BROUGHTON ST,West End,490122.6897,5459046.1746,Commercial
Break and Enter Commercial,2020,6,23,21,0,11XX BROUGHTON ST,West End,490150.6701,5459061.0892,Commercial
Break and Enter Commercial,2020,9,27,21,0,11XX BURNABY ST,West End,490317.8309,5458622.1344,Commercial
Break and Enter Commercial,2020,1,17,17,35,11XX BURNABY ST,West End,490332.6063,5458607.6679,Commercial
Break and Enter Commercial,2020,1,23,0,0,11XX BURNABY ST,West End,490332.6063,5458607.6679,Commercial
Break and Enter Commercial,2020,4,5,21,11,11XX BUTE ST,West End,490346.8568,5458842.2591,Commercial
Break and Enter Commercial,2020,10,16,1,4,11XX BUTE ST,West End,490346.8568,5458842.2591,Commercial
Break and Enter Commercial,2020,9,4,6,44,11XX DAVIE ST,West End,490317.6853,5458769.0177,Commercial
Break and Enter Commercial,2020,11,6,5,23,11XX DAVIE ST,West End,490334.414,5458751.95,Commercial
Break and Enter Commercial,2020,7,17,9,54,11XX DAVIE ST,West End,490342.9686,5458743.2223,Commercial
Break and Enter Commercial,2020,2,28,8,0,11XX DAVIE ST,West End,490395.1231,5458703.0758,Commercial
Break and Enter Commercial,2020,12,27,1,0,11XX DAVIE ST,West End,490411.405,5458673.4014,Commercial
Break and Enter Commercial,2020,11,6,6,43,11XX DAVIE ST,West End,490425.6625,5458658.8553,Commercial
Break and Enter Commercial,2020,8,15,8,0,11XX DAVIE ST,West End,490433.837,5458650.5157,Commercial
Break and Enter Commercial,2020,11,10,6,30,11XX DAVIE ST,West End,490446.4503,5458650.71,Commercial
Break and Enter Commercial,2020,8,11,4,43,11XX DAVIE ST,West End,490449.3018,5458647.8008,Commercial
Break and Enter Commercial,2020,3,14,0,0,11XX DENMAN ST,West End,489714.979,5459422.6133,Commercial
Break and Enter Commercial,2020,6,21,1,27,11XX DENMAN ST,West End,489714.979,5459422.6133,Commercial
Break and Enter Commercial,2020,2,17,0,0,11XX E 14TH AVE,Mount Pleasant,494112.0583,5456118.0836,Commercial
Break and Enter Commercial,2020,9,15,23,50,12XX W BROADWAY AVE,Fairview,490414.6899,5456751.1514,Commercial
Break and Enter Commercial,2020,8,5,16,35,12XX W CORDOVA ST,Central Business District,491003.7164,5459691.5289,Commercial
Break and Enter Commercial,2020,4,1,22,30,12XX W GEORGIA ST,Central Business District,490883.4655,5459392.4711,Commercial
