TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,CRIME_CATEGORY
Break and Enter Residential/Other,2020,2,2,10,0,25XX MCBAIN AVE,Arbutus Ridge,488282.5878,5455033.9747,Residential/Other
Break and Enter Residential/Other,2020,9,4,10,15,25XX NANAIMO ST,Kensington-Cedar Cottage,495877.9909,5456566.9986,Residential/Other
Break and Enter Residential/Other,2020,11,29,7,0,25XX NAPIER ST,Hastings-Sunrise,496152.6101,5458021.0675,Residential/Other
Break and Enter Residential/Other,2020,5,11,8,58,25XX OLIVER CRES,Arbutus Ridge,488215.8649,5455245.3169,Residential/Other
Break and Enter Residential/Other,2020,8,6,18,45,25XX ONTARIO ST,Mount Pleasant,492363.8537,5456681.241,Residential/Other
Break and Enter Residential/Other,2020,3,30,5,0,25XX OXFORD ST,Hastings-Sunrise,496054.4031,5459221.3484,Residential/Other
Break and Enter Residential/Other,2020,8,16,15,23,25XX POINT GREY RD,Kitsilano,488076.6354,5457878.3991,Residential/Other
Break and Enter Residential/Other,2020,3,4,12,1,25XX POINT GREY RD,Kitsilano,488163.5205,5457885.0869,Residential/Other
Break and Enter Residential/Other,2020,12,11,18,30,2XX W 62ND AVE,Marpole,491919.7015,5451276.1166,Residential/Other
Break and Enter Residential/Other,2020,4,24,1,52,2XX W 63RD AVE,Marpole,491845.2629,5451181.0414,Residential/Other
Break and Enter Residential/Other,2020,3,22,16,20,2XX W 6TH AVE,Mount Pleasant,492002.0767,5456998.3716,Residential/Other
Break and Enter Residential/Other,2020,2,25,19,0,2XX W PENDER ST,Central Business District,491958.8633,5458790.5566,Residential/Other
Break and Enter Residential/Other,2020,3,24,16,0,2XX W PENDER ST,Central Business District,491958.8633,5458790.5566,Residential/Other
Break and Enter Residential/Other,2020,4,4,0,13,2XX W PENDER ST,Central Business District,491958.8633,5458790.5566,Residential/Other
Break and Enter Residential/Other,2020,12,31,9,58,30XX COURTENAY ST,West Point Grey,485434.2735,5456346.6254,Residential/Other
Break and Enter Residential/Other,2020,3,11,12,24,30XX CROWN ST,West Point Grey,485874.2674,5456340.1114,Residential/Other
Break and Enter Residential/Other,2020,9,2,18,50,30XX E 14TH AVE,Renfrew-Collingwood,497094.4798,5456055.4035,Residential/Other
Break and Enter Residential/Other,2020,6,12,10,4,30XX E 19TH AVE,Renfrew-Collingwood,497115.871,5455603.8559,Residential/Other
Break and Enter Residential/Other,2020,1,22,21,51,30XX E 43RD AVE,Killarney,496872.7867,5453151.8855,Residential/Other
Break and Enter Residential/Other,2020,9,3,22,0,30XX E 4TH AVE,Hastings-Sunrise,497086.954,5457104.4681,Residential/Other
Break and Enter Residential/Other,2020,1,14,6,0,30XX GRANT ST,Hastings-Sunrise,497093.4573,5457617.2849,Residential/Other
Break and Enter Residential/Other,2020,7,17,11,0,30XX KINGS AVE,Renfrew-Collingwood,497091.8771,5454406.1682,Residential/Other
Break and Enter Residential/Other,2020,10,7,8,39,30XX MACKENZIE ST,Kitsilano,487596.2108,5456240.1423,Residential/Other
Break and Enter Residential/Other,2020,11,3,21,0,30XX POINT GREY RD,Kitsilano,487411.7284,5457603.7979,Residential/Other
Break and Enter Residential/Other,2020,1,14,11,34,30XX VENABLES ST,Hastings-Sunrise,497052.4349,5458182.1404,Residential/Other
Break and Enter Residential/Other,2020,10,6,2,27,30XX VICTORIA DR,Kensington-Cedar Cottage,495193.4893,5456089.8885,Residential/Other
Break and Enter Residential/Other,2020,6,14,0,0,30XX VICTORIA DR,Kensington-Cedar Cottage,495193.5731,5456095.6831,Residential/Other
Break and Enter Residential/Other,2020,2,21,22,0,30XX W 10TH AVE,Kitsilano,487429.1334,5456733.7293,Residential/Other
Break and Enter Residential/Other,2020,12,13,23,0,30XX W 14TH AVE,Kitsilano,487439.0377,5456339.5549,Residential/Other
Break and Enter Residential/Other,2020,4,14,9,26,30XX W 26TH AVE,Dunbar-Southlands,487391.4258,5455150.7848,Residential/Other
Break and Enter Residential/Other,2020,6,5,9,5,30XX W 27TH AVE,Dunbar-Southlands,487347.9813,5455046.9535,Residential/Other
Break and Enter Residential/Other,2020,5,15,17,0,30XX W 2ND AVE,Kitsilano,487426.8802,5457516.0703,Residential/Other
Break and Enter Residential/Other,2020,12,13,14,0,30XX W 36TH AVE,Dunbar-Southlands,487312.6425,5454096.1061,Residential/Other
Break and Enter Residential/Other,2020,8,19,18,0,30XX W 3RD AVE,Kitsilano,487394.4376,5457406.3001,Residential/Other
Break and Enter Residential/Other,2020,8,14,0,0,31XX E 17TH AVE,Renfrew-Collingwood,497330.3696,5455781.1443,Residential/Other
Break and Enter Residential/Other,2020,9,25,23,0,31XX E 27TH AVE,Renfrew-Collingwood,497304.8114,5454836.7432,Residential/Other
Break and Enter Residential/Other,2020,10,24,10,13,31XX E 3RD AVE,Hastings-Sunrise,497260.6339,5457197.0805,Residential/Other
Break and Enter Residential/Other,2020,9,12,4,38,31XX E 45TH AVE,Killarney,497123.9081,5452940.2625,Residential/Other
Break and Enter Residential/Other,2020,8,2,19,46,31XX E 54TH AVE,Killarney,497041.1296,5451935.715,Residential/Other
Break and Enter Residential/Other,2020,9,15,23,11,31XX E 58TH AVE,Killarney,497093.5258,5451595.2544,Residential/Other
Break and Enter Residential/Other,2020,4,17,22,0,31XX GOLDEN LINK CRES,Killarney,497183.6825,5451690.978,Residential/Other
Break and Enter Residential/Other,2020,4,1,4,0,31XX KINGS AVE,Renfrew-Collingwood,497173.1205,5454344.819,Residential/Other
Break and Enter Residential/Other,2020,7,31,16,49,31XX KINGS AVE,Renfrew-Collingwood,497210.4753,5454321.5084,Residential/Other
Break and Enter Residential/Other,2020,1,3,6,15,31XX KINGS AVE,Renfrew-Collingwood,497261.1555,5454289.6869,Residential/Other
Break and Enter Residential/Other,2020,8,6,18,10,31XX LAUREL ST,Fairview,490954.3072,5456066.4735,Residential/Other
Break and Enter Residential/Other,2020,8,20,21,37,31XX RENFREW ST,Renfrew-Collingwood,496763.5698,5455936.4203,Residential/Other
Break and Enter Residential/Other,2020,3,2,22,0,31XX TOLMIE ST,West Point Grey,484556.3393,5456269.2047,Residential/Other
Break and Enter Residential/Other,2020,10,17,0,1,31XX TURNER ST,Hastings-Sunrise,497206.1303,5458477.0329,Residential/Other
Break and Enter Residential/Other,2020,9,11,22,0,31XX TURNER ST,Hastings-Sunrise,497261.3141,5458485.8261,Residential/Other
Break and Enter Residential/Other,2020,5,23,16,0,31XX W 10TH AVE,Kitsilano,487254.61,5456738.6223,Residential/Other
Break and Enter Residential/Other,2020,8,1,0,0,31XX W 10TH AVE,Kitsilano,487301.3534,5456746.568,Residential/Other
Break and Enter Residential/Other,2020,3,11,22,0,31XX W 11TH AVE,Kitsilano,487269.1152,5456643.4776,Residential/Other
Break and Enter Residential/Other,2020,12,13,23,0,31XX W 13TH AVE,Kitsilano,487238.3571,5456435.3836,Residential/Other
Break and Enter Residential/Other,2020,6,5,9,18,31XX W 27TH AVE,Dunbar-Southlands,487299.7564,5455047.2126,Residential/Other
Break and Enter Residential/Other,2020,4,19,17,31,31XX W 28TH AVE,Dunbar-Southlands,487295.0855,5454933.2373,Residential/Other
Break and Enter Residential/Other,2020,8,7,8,42,31XX W 29TH AVE,Dunbar-Southlands,487305.6692,5454835.9003,Residential/Other
Break and Enter Residential/Other,2020,1,30,9,34,31XX W 34TH AVE,Dunbar-Southlands,487253.3785,5454299.2098,Residential/Other
Break and Enter Residential/Other,2020,6,8,14,20,31XX W 34TH AVE,Dunbar-Southlands,487270.1565,5454308.196,Residential/Other
Break and Enter Residential/Other,2020,5,16,0,0,31XX W 3RD AVE,Kitsilano,487332.5737,5457407.9678,Residential/Other
Break and Enter Residential/Other,2020,2,1,8,0,31XX W 49TH AVE,Kerrisdale,487268.7431,5452745.4793,Residential/Other
Break and Enter Residential/Other,2020,7,6,13,55,31XX W 5TH AVE,Kitsilano,487341.4824,5457218.8193,Residential/Other
Break and Enter Residential/Other,2020,7,23,12,12,31XX W 8TH AVE,Kitsilano,487304.274,5456931.8839,Residential/Other
Break and Enter Residential/Other,2020,6,3,2,0,31XX WATERLOO ST,Kitsilano,486907.8896,5456156.4355,Residential/Other
Break and Enter Residential/Other,2020,1,4,9,44,32XX AUSTREY AVE,Renfrew-Collingwood,497322.5567,5453989.567,Residential/Other
Break and Enter Residential/Other,2020,12,10,19,0,32XX CLERMONT MEWS,Killarney,497299.9908,5451729.274,Residential/Other
Break and Enter Residential/Other,2020,4,28,12,25,32XX E 14TH AVE,Renfrew-Collingwood,497459.0147,5456058.3794,Residential/Other
Break and Enter Residential/Other,2020,4,2,18,0,32XX E 16TH AVE,Renfrew-Collingwood,497386.8516,5455872.2267,Residential/Other
Break and Enter Residential/Other,2020,6,27,12,0,32XX E 18TH AVE,Renfrew-Collingwood,497381.28,5455697.7103,Residential/Other
Break and Enter Residential/Other,2020,8,2,1,0,32XX E 22ND AVE,Renfrew-Collingwood,497506.8988,5455311.2209,Residential/Other
Break and Enter Residential/Other,2020,8,2,1,28,32XX E 22ND AVE,Renfrew-Collingwood,497506.8988,5455311.2209,Residential/Other
Break and Enter Residential/Other,2020,11,23,6,48,32XX E 49TH AVE,Killarney,497393.1943,5452437.8288,Residential/Other
Break and Enter Residential/Other,2020,1,17,23,38,32XX E 54TH AVE,Killarney,497194.7832,5451925.8719,Residential/Other
Break and Enter Residential/Other,2020,12,19,19,8,32XX E 7TH AVE,Hastings-Sunrise,497427.3643,5456789.8797,Residential/Other
Break and Enter Residential/Other,2020,4,11,8,0,32XX KINGSWAY AVE,Renfrew-Collingwood,497308.5648,5453537.4697,Residential/Other
Break and Enter Residential/Other,2020,3,5,2,45,32XX ONTARIO ST,Riley Park,492358.4823,5455979.1205,Residential/Other
Break and Enter Residential/Other,2020,1,20,18,0,32XX PARKER ST,Hastings-Sunrise,497364.256,5458111.8275,Residential/Other
Break and Enter Residential/Other,2020,8,28,16,28,32XX PENTICTON ST,Renfrew-Collingwood,496140.525,5455855.2474,Residential/Other
Break and Enter Residential/Other,2020,1,11,21,0,32XX QUEENS AVE,Renfrew-Collingwood,497404.325,5454270.9947,Residential/Other
Break and Enter Residential/Other,2020,8,19,18,35,32XX RENFREW ST,Renfrew-Collingwood,496762.6519,5455827.6063,Residential/Other
Break and Enter Residential/Other,2020,8,20,11,0,32XX ROSEMONT DR,Killarney,497189.7823,5451407.5131,Residential/Other
Break and Enter Residential/Other,2020,3,7,7,49,32XX SCHOOL AVE,Killarney,497346.0508,5453314.1112,Residential/Other
Break and Enter Residential/Other,2020,4,3,0,0,32XX SOPHIA ST,Riley Park,492830.9959,5455927.6475,Residential/Other
Break and Enter Residential/Other,2020,9,28,14,16,32XX ST CATHERINES ST,Kensington-Cedar Cottage,493769.1142,5455921.956,Residential/Other
Break and Enter Residential/Other,2020,1,24,18,8,32XX TURNER ST,Hastings-Sunrise,497371.7081,5458485.1163,Residential/Other
Break and Enter Residential/Other,2020,4,28,14,47,32XX VIMY CRES,Renfrew-Collingwood,498203.0756,5455896.0759,Residential/Other
Break and Enter Residential/Other,2020,10,16,7,17,32XX W 11TH AVE,Kitsilano,487139.4798,5456646.8376,Residential/Other
Break and Enter Residential/Other,2020,12,13,20,0,32XX W 13TH AVE,Kitsilano,487149.5388,5456437.7747,Residential/Other
Break and Enter Residential/Other,2020,2,21,0,0,32XX W 1ST AVE,Kitsilano,487105.2717,5457612.9428,Residential/Other
Break and Enter Residential/Other,2020,6,26,5,0,32XX W 23RD AVE,Dunbar-Southlands,487103.5969,5455481.4581,Residential/Other
Break and Enter Residential/Other,2020,11,19,21,0,32XX W 29TH AVE,Dunbar-Southlands,487184.1664,5454827.8042,Residential/Other
Break and Enter Residential/Other,2020,11,9,6,0,32XX W 32ND AVE,Dunbar-Southlands,487049.5156,5454512.3897,Residential/Other
Break and Enter Residential/Other,2020,7,17,0,0,32XX W 36TH AVE,Dunbar-Southlands,487080.6694,5454089.9917,Residential/Other
Break and Enter Residential/Other,2020,9,19,16,0,32XX W 3RD AVE,Kitsilano,487183.6537,5457421.114,Residential/Other
Break and Enter Residential/Other,2020,12,13,10,26,32XX W 5TH AVE,Kitsilano,487112.0615,5457226.5028,Residential/Other
Break and Enter Residential/Other,2020,8,9,9,0,32XX W 5TH AVE,Kitsilano,487166.9028,5457215.7961,Residential/Other
Break and Enter Residential/Other,2020,7,20,13,0,32XX W 6TH AVE,Kitsilano,487134.5004,5457132.6241,Residential/Other
Break and Enter Residential/Other,2020,8,9,3,0,32XX W 6TH AVE,Kitsilano,487160.8148,5457122.4541,Residential/Other
Break and Enter Residential/Other,2020,8,17,17,30,32XX W 7TH AVE,Kitsilano,487184.8501,5457025.3552,Residential/Other
Break and Enter Residential/Other,2020,4,27,0,0,32XX W 8TH AVE,Kitsilano,487158.7218,5456935.0652,Residential/Other
Break and Enter Residential/Other,2020,10,25,9,0,32XX WANETA PL,Renfrew-Collingwood,496678.7759,5455830.7389,Residential/Other
Break and Enter Residential/Other,2020,3,27,17,0,32XX WILLOW ST,South Cambie,491113.805,5455956.1171,Residential/Other
Break and Enter Residential/Other,2020,12,1,10,5,33XX ASH ST,South Cambie,491396.5786,5455897.6021,Residential/Other
Break and Enter Residential/Other,2020,2,17,23,14,33XX AUSTREY AVE,Renfrew-Collingwood,497429.6099,5453924.8291,Residential/Other
Break and Enter Residential/Other,2020,11,17,21,57,33XX AUSTREY AVE,Renfrew-Collingwood,497429.6099,5453924.8291,Residential/Other
Break and Enter Residential/Other,2020,3,7,16,21,33XX COPLEY ST,Renfrew-Collingwood,495986.4609,5455821.5992,Residential/Other
Break and Enter Residential/Other,2020,10,20,19,30,33XX DUNBAR ST,Dunbar-Southlands,486524.6415,5456057.3658,Residential/Other
Break and Enter Residential/Other,2020,6,18,11,0,33XX E 1ST AVE,Hastings-Sunrise,497677.1663,5457396.4331,Residential/Other
Break and Enter Residential/Other,2020,12,19,3,45,33XX E 2ND AVE,Hastings-Sunrise,497619.7148,5457296.2308,Residential/Other
Break and Enter Residential/Other,2020,3,12,0,0,33XX E 2ND AVE,Hastings-Sunrise,497715.1068,5457304.6463,Residential/Other
Break and Enter Residential/Other,2020,10,10,19,54,33XX E 54TH AVE,Killarney,497405.1424,5451924.054,Residential/Other
Break and Enter Residential/Other,2020,8,24,10,31,33XX FIR ST,Shaughnessy,489772.382,5455915.7168,Residential/Other
Break and Enter Residential/Other,2020,1,2,7,49,33XX FLEMING ST,Kensington-Cedar Cottage,494843.3575,5455843.102,Residential/Other
Break and Enter Residential/Other,2020,10,12,6,0,20XX NANAIMO ST,Grandview-Woodland,495878.6065,5457080.1488,Residential/Other
Break and Enter Residential/Other,2020,2,17,11,31,20XX STAINSBURY AVE,Kensington-Cedar Cottage,495433.9721,5455340.4343,Residential/Other
Break and Enter Residential/Other,2020,10,20,21,0,20XX TOLMIE ST,West Point Grey,484585.4976,5457367.8449,Residential/Other
Break and Enter Residential/Other,2020,8,28,16,25,20XX TRIMBLE ST,West Point Grey,485025.4601,5457365.1269,Residential/Other
Break and Enter Residential/Other,2020,2,16,20,22,20XX TURNER ST,Grandview-Woodland,495482.2236,5458491.6975,Residential/Other
Break and Enter Residential/Other,2020,7,26,7,15,20XX W 10TH AVE,Kitsilano,488985.9436,5456690.3917,Residential/Other
Break and Enter Residential/Other,2020,3,29,1,45,20XX W 13TH AVE,Kitsilano,488950.3398,5456369.7013,Residential/Other
Break and Enter Residential/Other,2020,6,27,2,53,20XX W 13TH AVE,Kitsilano,488970.6507,5456369.2676,Residential/Other
Break and Enter Residential/Other,2020,2,13,10,9,20XX W 14TH AVE,Kitsilano,489019.7338,5456268.0744,Residential/Other
Break and Enter Residential/Other,2020,9,25,12,30,20XX W 19TH AVE,Shaughnessy,488912.2542,5455755.0329,Residential/Other
Break and Enter Residential/Other,2020,6,28,5,27,20XX W 20TH AVE,Shaughnessy,488959.9976,5455627.6753,Residential/Other
Break and Enter Residential/Other,2020,5,5,11,0,20XX W 35TH AVE,Shaughnessy,488936.8304,5454156.9096,Residential/Other
Break and Enter Residential/Other,2020,2,12,21,39,20XX W 42ND AVE,Kerrisdale,488762.2062,5453430.3006,Residential/Other
Break and Enter Residential/Other,2020,9,14,13,0,20XX W 51ST AVE,Kerrisdale,488779.9482,5452470.7853,Residential/Other
Break and Enter Residential/Other,2020,3,19,18,0,20XX W 54TH AVE,Kerrisdale,488839.2979,5452107.8051,Residential/Other
Break and Enter Residential/Other,2020,7,6,10,0,20XX W 57TH AVE,Kerrisdale,488780.0018,5451870.7987,Residential/Other
Break and Enter Residential/Other,2020,7,3,3,30,20XX W 5TH AVE,Kitsilano,489008.3573,5457178.1947,Residential/Other
Break and Enter Residential/Other,2020,4,16,8,51,20XX W 5TH AVE,Kitsilano,489022.7244,5457177.8672,Residential/Other
Break and Enter Residential/Other,2020,9,10,21,6,20XX W 62ND AVE,Kerrisdale,488787.4143,5451378.7714,Residential/Other
Break and Enter Residential/Other,2020,9,10,0,23,20XX W 63RD AVE,Kerrisdale,488859.5935,5451244.2248,Residential/Other
Break and Enter Residential/Other,2020,4,30,19,0,20XX W 6TH AVE,Kitsilano,488963.1619,5457085.8339,Residential/Other
Break and Enter Residential/Other,2020,8,23,8,42,20XX W 8TH AVE,Kitsilano,489010.0175,5456890.4151,Residential/Other
Break and Enter Residential/Other,2020,7,16,13,0,20XX WALL ST,Grandview-Woodland,495505.9323,5459267.2854,Residential/Other
Break and Enter Residential/Other,2020,1,16,17,6,20XX WHYTE AVE,Kitsilano,489020.8142,5458076.2623,Residential/Other
Break and Enter Residential/Other,2020,6,30,7,28,20XX WHYTE AVE,Kitsilano,489075.5701,5458074.7406,Residential/Other
Break and Enter Residential/Other,2020,10,12,16,29,34XX W 20TH AVE,Dunbar-Southlands,486854.436,5455776.1479,Residential/Other
Break and Enter Residential/Other,2020,6,25,4,30,34XX W 23RD AVE,Dunbar-Southlands,486798.761,5455482.9093,Residential/Other
Break and Enter Residential/Other,2020,10,3,11,0,34XX W 2ND AVE,Kitsilano,486810.0329,5457529.8367,Residential/Other
Break and Enter Residential/Other,2020,5,12,9,15,34XX W 30TH AVE,Dunbar-Southlands,486787.1984,5454733.8997,Residential/Other
Break and Enter Residential/Other,2020,5,24,0,42,34XX W 30TH AVE,Dunbar-Southlands,486787.1984,5454733.8997,Residential/Other
Break and Enter Residential/Other,2020,1,2,10,27,34XX W 35TH AVE,Dunbar-Southlands,486796.2808,5454198.892,Residential/Other
Break and Enter Residential/Other,2020,4,5,12,17,34XX W 36TH AVE,Dunbar-Southlands,486863.7363,5454092.6299,Residential/Other
Break and Enter Residential/Other,2020,1,12,8,55,34XX W 39TH AVE,Dunbar-Southlands,486846.6594,5453749.7453,Residential/Other
Break and Enter Residential/Other,2020,10,8,0,0,34XX W 3RD AVE,Kitsilano,486866.529,5457429.6442,Residential/Other
Break and Enter Residential/Other,2020,9,16,21,22,34XX W 6TH AVE,Kitsilano,486832.7592,5457131.3273,Residential/Other
Break and Enter Residential/Other,2020,1,25,20,0,35XX BELLA VISTA ST,Kensington-Cedar Cottage,494865.3217,5455565.5027,Residential/Other
Break and Enter Residential/Other,2020,2,1,20,0,35XX BELLA VISTA ST,Kensington-Cedar Cottage,494865.3217,5455565.5027,Residential/Other
Break and Enter Residential/Other,2020,2,5,9,46,35XX BELLA VISTA ST,Kensington-Cedar Cottage,494865.3217,5455565.5027,Residential/Other
Break and Enter Residential/Other,2020,2,8,12,29,35XX BELLA VISTA ST,Kensington-Cedar Cottage,494865.3217,5455565.5027,Residential/Other
Break and Enter Residential/Other,2020,2,18,4,30,35XX BELLA VISTA ST,Kensington-Cedar Cottage,494865.3217,5455565.5027,Residential/Other
Break and Enter Residential/Other,2020,2,22,7,15,35XX BELLA VISTA ST,Kensington-Cedar Cottage,494865.3217,5455565.5027,Residential/Other
Break and Enter Residential/Other,2020,8,10,7,0,35XX CAMBIE ST,South Cambie,491609.3421,5455607.8539,Residential/Other
Break and Enter Residential/Other,2020,4,14,21,45,35XX CORNETT RD,Renfrew-Collingwood,497962.9815,5456497.5692,Residential/Other
Break and Enter Residential/Other,2020,8,17,1,0,35XX DEASE LANE,Killarney,498023.7435,5452245.5746,Residential/Other
Break and Enter Residential/Other,2020,11,18,12,35,35XX DUNBAR ST,Dunbar-Southlands,486532.2641,5455815.7868,Residential/Other
Break and Enter Residential/Other,2020,2,13,13,34,35XX E 23RD AVE,Renfrew-Collingwood,498045.8802,5455218.1792,Residential/Other
Break and Enter Residential/Other,2020,5,3,21,0,35XX E 29TH AVE,Renfrew-Collingwood,498069.4823,5454637.5702,Residential/Other
Break and Enter Residential/Other,2020,8,17,2,20,35XX E 43RD AVE,Killarney,497963.1112,5453118.9042,Residential/Other
Break and Enter Residential/Other,2020,8,26,3,28,35XX E 45TH AVE,Killarney,497948.4264,5452945.9074,Residential/Other
Break and Enter Residential/Other,2020,5,15,15,0,35XX E PENDER ST,Hastings-Sunrise,497973.2072,5458611.1458,Residential/Other
Break and Enter Residential/Other,2020,5,18,0,0,35XX E PENDER ST,Hastings-Sunrise,497973.2072,5458611.1458,Residential/Other
Break and Enter Residential/Other,2020,1,3,21,0,35XX EAST BLVD,Shaughnessy,488902.3397,5455735.1397,Residential/Other
Break and Enter Residential/Other,2020,5,4,13,33,35XX FALAISE AVE,Renfrew-Collingwood,497994.059,5455994.9284,Residential/Other
Break and Enter Residential/Other,2020,2,12,23,0,35XX FRANKLIN ST,Hastings-Sunrise,498102.839,5458806.933,Residential/Other
Break and Enter Residential/Other,2020,5,15,12,0,35XX HERON PL,Killarney,498130.8825,5451050.6854,Residential/Other
Break and Enter Residential/Other,2020,1,26,13,1,35XX MAYFAIR AVE,Dunbar-Southlands,486608.1742,5453810.3798,Residential/Other
Break and Enter Residential/Other,2020,10,16,7,23,35XX MONMOUTH AVE,Renfrew-Collingwood,498047.64,5454119.2311,Residential/Other
Break and Enter Residential/Other,2020,4,1,20,52,35XX MOSCROP ST,Renfrew-Collingwood,497980.9782,5454536.3664,Residential/Other
Break and Enter Residential/Other,2020,4,1,21,35,35XX MOSCROP ST,Renfrew-Collingwood,497980.9782,5454536.3664,Residential/Other
Break and Enter Residential/Other,2020,6,15,4,30,35XX OXFORD ST,Hastings-Sunrise,497980.0973,5459218.1944,Residential/Other
Break and Enter Residential/Other,2020,4,10,15,0,35XX OXFORD ST,Hastings-Sunrise,498054.9081,5459209.3877,Residential/Other
Break and Enter Residential/Other,2020,4,17,7,45,35XX PANDORA ST,Hastings-Sunrise,498074.0088,5458906.1513,Residential/Other
Break and Enter Residential/Other,2020,4,11,12,50,35XX PRICE ST,Renfrew-Collingwood,498029.2579,5454258.9661,Residential/Other
Break and Enter Residential/Other,2020,7,24,8,12,35XX SAWMILL CRES,Killarney,497985.5343,5450362.0459,Residential/Other
Break and Enter Residential/Other,2020,4,17,8,0,35XX TRIUMPH ST,Hastings-Sunrise,498073.0745,5459009.109,Residential/Other
Break and Enter Residential/Other,2020,8,1,0,1,35XX TRIUMPH ST,Hastings-Sunrise,498116.4122,5459018.4857,Residential/Other
Break and Enter Residential/Other,2020,9,26,22,30,35XX VANNESS AVE,Renfrew-Collingwood,497866.2996,5453817.0009,Residential/Other
Break and Enter Residential/Other,2020,5,16,4,0,35XX W 15TH AVE,Kitsilano,486741.7891,5456245.4826,Residential/Other
Break and Enter Residential/Other,2020,12,8,20,42,35XX W 18TH AVE,Dunbar-Southlands,486539.6195,5455988.7029,Residential/Other
Break and Enter Residential/Other,2020,2,17,0,0,35XX W 18TH AVE,Dunbar-Southlands,486549.7173,5455988.6551,Residential/Other
Break and Enter Residential/Other,2020,10,21,6,29,35XX W 20TH AVE,Dunbar-Southlands,486627.7961,5455788.1598,Residential/Other
Break and Enter Residential/Other,2020,11,20,18,6,35XX W 24TH AVE,Dunbar-Southlands,486699.8636,5455384.4149,Residential/Other
Break and Enter Residential/Other,2020,1,26,12,50,35XX W 34TH AVE,Dunbar-Southlands,486605.8958,5454305.0162,Residential/Other
Break and Enter Residential/Other,2020,10,16,18,40,35XX W 36TH AVE,Dunbar-Southlands,486677.8353,5454102.8871,Residential/Other
Break and Enter Residential/Other,2020,10,4,17,0,35XX W 37TH AVE,Dunbar-Southlands,486545.148,5453989.7084,Residential/Other
Break and Enter Residential/Other,2020,6,2,23,0,35XX W 40TH AVE,Dunbar-Southlands,486691.4474,5453668.9901,Residential/Other
Break and Enter Residential/Other,2020,8,18,0,0,35XX W 42ND AVE,Dunbar-Southlands,486718.3836,5453468.3483,Residential/Other
Break and Enter Residential/Other,2020,9,14,6,5,35XX W 49TH AVE,Kerrisdale,486557.7905,5452764.3872,Residential/Other
Break and Enter Residential/Other,2020,9,30,0,0,35XX W 8TH AVE,Kitsilano,486708.1762,5456957.2488,Residential/Other
Break and Enter Residential/Other,2020,2,7,20,46,35XX WELWYN ST,Kensington-Cedar Cottage,494956.5447,5455578.5768,Residential/Other
Break and Enter Residential/Other,2020,1,10,20,0,36XX ALEXANDRA ST,Shaughnessy,489563.9589,5455648.9399,Residential/Other
Break and Enter Residential/Other,2020,12,1,17,23,36XX ASH ST,South Cambie,491387.9127,5455550.2234,Residential/Other
Break and Enter Residential/Other,2020,1,3,17,0,36XX BORHAM CRES,Killarney,498200.4029,5451372.3315,Residential/Other
Break and Enter Residential/Other,2020,10,19,19,30,36XX CARTIER ST,Shaughnessy,490029.807,5455593.1526,Residential/Other
Break and Enter Residential/Other,2020,5,16,18,49,36XX E PENDER ST,Hastings-Sunrise,498226.8303,5458612.3456,Residential/Other
Break and Enter Residential/Other,2020,6,8,15,0,36XX FRANKLIN ST,Hastings-Sunrise,498161.4403,5458806.6794,Residential/Other
Break and Enter Residential/Other,2020,2,22,3,29,36XX HANDEL AVE,Killarney,498121.1804,5450844.3731,Residential/Other
Break and Enter Residential/Other,2020,6,15,11,15,36XX OAK ST,South Cambie,490733.9435,5455585.038,Residential/Other
Break and Enter Residential/Other,2020,2,26,21,59,36XX PUGET DR,Dunbar-Southlands,487262.6088,5455720.9234,Residential/Other
Break and Enter Residential/Other,2020,10,13,1,26,36XX TANNER ST,Renfrew-Collingwood,498080.1101,5454368.7479,Residential/Other
Break and Enter Residential/Other,2020,10,17,2,35,36XX TANNER ST,Renfrew-Collingwood,498080.1101,5454368.7479,Residential/Other
Break and Enter Residential/Other,2020,7,5,0,0,36XX W 10TH AVE,Kitsilano,486554.8464,5456765.6294,Residential/Other
Break and Enter Residential/Other,2020,4,27,0,0,36XX W 14TH AVE,Kitsilano,486573.3065,5456351.7065,Residential/Other
Break and Enter Residential/Other,2020,12,5,0,0,36XX W 16TH AVE,Dunbar-Southlands,486409.9535,5456134.0707,Residential/Other
Break and Enter Residential/Other,2020,12,13,15,20,36XX W 16TH AVE,Dunbar-Southlands,486409.9535,5456134.0707,Residential/Other
Break and Enter Residential/Other,2020,9,9,20,0,36XX W 27TH AVE,Dunbar-Southlands,486417.4269,5455046.4543,Residential/Other
Break and Enter Residential/Other,2020,1,4,22,0,36XX W 31ST AVE,Dunbar-Southlands,486448.8493,5454632.2912,Residential/Other
Break and Enter Residential/Other,2020,3,8,20,0,36XX W 33RD AVE,Dunbar-Southlands,486417.7078,5454413.2748,Residential/Other
Break and Enter Residential/Other,2020,7,28,17,0,36XX W 5TH AVE,Kitsilano,486601.9571,5457239.004,Residential/Other
Break and Enter Residential/Other,2020,6,19,13,0,37XX GRANVILLE ST,Shaughnessy,489879.8769,5455504.7773,Residential/Other
Break and Enter Residential/Other,2020,6,28,11,0,37XX INVERNESS ST,Kensington-Cedar Cottage,494180.1412,5455428.2985,Residential/Other
Break and Enter Residential/Other,2020,7,31,9,36,37XX QUESNEL DR,Dunbar-Southlands,487190.0861,5455638.3039,Residential/Other
